,0,1,Month,Actual year,index1,Date,All property types,City
486,September,2018,September,2018,486,Sep-18,"£177,316",manchester
487,October,2018,October,2018,487,Oct-18,"£177,680",manchester
488,November,2018,November,2018,488,Nov-18,"£177,559",manchester
489,December,2018,December,2018,489,Dec-18,"£179,408",manchester
490,January,2019,January,2019,490,Jan-19,"£179,844",manchester
491,February,2019,February,2019,491,Feb-19,"£178,052",manchester
492,March,2019,March,2019,492,Mar-19,"£178,113",manchester
493,April,2019,April,2019,493,Apr-19,"£179,044",manchester
494,May,2019,May,2019,494,May-19,"£179,304",manchester
495,June,2019,June,2019,495,Jun-19,"£178,287",manchester
496,July,2019,July,2019,496,Jul-19,"£178,676",manchester
497,August,2019,August,2019,497,Aug-19,"£181,975",manchester
498,September,2019,September,2019,498,Sep-19,"£183,668",manchester
499,October,2019,October,2019,499,Oct-19,"£185,323",manchester
500,November,2019,November,2019,500,Nov-19,"£186,304",manchester
501,December,2019,December,2019,501,Dec-19,"£185,788",manchester
502,January,2020,January,2020,502,Jan-20,"£182,906",manchester
503,February,2020,February,2020,503,Feb-20,"£178,840",manchester
504,March,2020,March,2020,504,Mar-20,"£181,623",manchester
505,April,2020,April,2020,505,Apr-20,"£176,843",manchester
506,May,2020,May,2020,506,May-20,"£174,074",manchester
507,June,2020,June,2020,507,Jun-20,"£173,279",manchester
508,July,2020,July,2020,508,Jul-20,"£182,682",manchester
509,August,2020,August,2020,509,Aug-20,"£192,844",manchester
510,September,2020,September,2020,510,Sep-20,"£194,188",manchester
511,October,2020,October,2020,511,Oct-20,"£195,260",manchester
512,November,2020,November,2020,512,Nov-20,"£197,396",manchester
513,December,2020,December,2020,513,Dec-20,"£201,904",manchester
514,January,2021,January,2021,514,Jan-21,"£204,933",manchester
515,February,2021,February,2021,515,Feb-21,"£205,290",manchester
516,March,2021,March,2021,516,Mar-21,"£206,107",manchester
517,April,2021,April,2021,517,Apr-21,"£203,663",manchester
518,May,2021,May,2021,518,May-21,"£200,830",manchester
519,June,2021,June,2021,519,Jun-21,"£202,936",manchester
520,July,2021,July,2021,520,Jul-21,"£203,808",manchester
521,August,2021,August,2021,521,Aug-21,"£203,076",manchester
522,September,2021,September,2021,522,Sep-21,"£206,273",manchester
523,October,2021,October,2021,523,Oct-21,"£211,773",manchester
524,January,2000,January,2000,524,Jan-00,"£57,695",birmingham
525,February,2000,February,2000,525,Feb-00,"£57,603",birmingham
526,March,2000,March,2000,526,Mar-00,"£57,118",birmingham
527,April,2000,April,2000,527,Apr-00,"£57,982",birmingham
528,May,2000,May,2000,528,May-00,"£59,365",birmingham
529,June,2000,June,2000,529,Jun-00,"£60,332",birmingham
530,July,2000,July,2000,530,Jul-00,"£61,053",birmingham
531,August,2000,August,2000,531,Aug-00,"£61,409",birmingham
532,September,2000,September,2000,532,Sep-00,"£62,243",birmingham
533,October,2000,October,2000,533,Oct-00,"£62,525",birmingham
534,November,2000,November,2000,534,Nov-00,"£62,855",birmingham
535,December,2000,December,2000,535,Dec-00,"£63,549",birmingham
536,January,2001,January,2001,536,Jan-01,"£64,287",birmingham
537,February,2001,February,2001,537,Feb-01,"£65,120",birmingham
538,March,2001,March,2001,538,Mar-01,"£65,711",birmingham
539,April,2001,April,2001,539,Apr-01,"£67,388",birmingham
540,May,2001,May,2001,540,May-01,"£68,546",birmingham
541,June,2001,June,2001,541,Jun-01,"£69,720",birmingham
542,July,2001,July,2001,542,Jul-01,"£70,330",birmingham
543,August,2001,August,2001,543,Aug-01,"£71,643",birmingham
544,September,2001,September,2001,544,Sep-01,"£72,581",birmingham
545,October,2001,October,2001,545,Oct-01,"£72,985",birmingham
546,November,2001,November,2001,546,Nov-01,"£73,028",birmingham
547,December,2001,December,2001,547,Dec-01,"£73,216",birmingham
548,January,2002,January,2002,548,Jan-02,"£73,118",birmingham
549,February,2002,February,2002,549,Feb-02,"£73,407",birmingham
550,March,2002,March,2002,550,Mar-02,"£74,824",birmingham
551,April,2002,April,2002,551,Apr-02,"£76,716",birmingham
552,May,2002,May,2002,552,May-02,"£79,052",birmingham
553,June,2002,June,2002,553,Jun-02,"£81,179",birmingham
554,July,2002,July,2002,554,Jul-02,"£84,209",birmingham
555,August,2002,August,2002,555,Aug-02,"£86,616",birmingham
556,September,2002,September,2002,556,Sep-02,"£88,970",birmingham
557,October,2002,October,2002,557,Oct-02,"£90,462",birmingham
558,November,2002,November,2002,558,Nov-02,"£92,926",birmingham
559,December,2002,December,2002,559,Dec-02,"£95,113",birmingham
560,January,2003,January,2003,560,Jan-03,"£98,068",birmingham
561,February,2003,February,2003,561,Feb-03,"£100,098",birmingham
562,March,2003,March,2003,562,Mar-03,"£101,677",birmingham
563,April,2003,April,2003,563,Apr-03,"£103,662",birmingham
564,May,2003,May,2003,564,May-03,"£104,777",birmingham
565,June,2003,June,2003,565,Jun-03,"£107,214",birmingham
566,July,2003,July,2003,566,Jul-03,"£107,999",birmingham
567,August,2003,August,2003,567,Aug-03,"£110,732",birmingham
568,September,2003,September,2003,568,Sep-03,"£111,727",birmingham
569,October,2003,October,2003,569,Oct-03,"£113,440",birmingham
570,November,2003,November,2003,570,Nov-03,"£114,409",birmingham
571,December,2003,December,2003,571,Dec-03,"£117,270",birmingham
572,January,2004,January,2004,572,Jan-04,"£118,525",birmingham
573,February,2004,February,2004,573,Feb-04,"£119,095",birmingham
574,March,2004,March,2004,574,Mar-04,"£118,787",birmingham
575,April,2004,April,2004,575,Apr-04,"£121,293",birmingham
576,May,2004,May,2004,576,May-04,"£123,689",birmingham
577,June,2004,June,2004,577,Jun-04,"£126,177",birmingham
578,July,2004,July,2004,578,Jul-04,"£127,571",birmingham
579,August,2004,August,2004,579,Aug-04,"£129,552",birmingham
580,September,2004,September,2004,580,Sep-04,"£130,945",birmingham
581,October,2004,October,2004,581,Oct-04,"£132,163",birmingham
582,November,2004,November,2004,582,Nov-04,"£133,109",birmingham
583,December,2004,December,2004,583,Dec-04,"£133,427",birmingham
584,January,2005,January,2005,584,Jan-05,"£131,870",birmingham
585,February,2005,February,2005,585,Feb-05,"£131,457",birmingham
586,March,2005,March,2005,586,Mar-05,"£131,510",birmingham
587,April,2005,April,2005,587,Apr-05,"£133,285",birmingham
588,May,2005,May,2005,588,May-05,"£133,470",birmingham
589,June,2005,June,2005,589,Jun-05,"£134,086",birmingham
590,July,2005,July,2005,590,Jul-05,"£135,146",birmingham
591,August,2005,August,2005,591,Aug-05,"£135,782",birmingham
592,September,2005,September,2005,592,Sep-05,"£136,560",birmingham
593,October,2005,October,2005,593,Oct-05,"£135,485",birmingham
594,November,2005,November,2005,594,Nov-05,"£135,793",birmingham
595,December,2005,December,2005,595,Dec-05,"£136,578",birmingham
596,January,2006,January,2006,596,Jan-06,"£137,296",birmingham
597,February,2006,February,2006,597,Feb-06,"£137,465",birmingham
598,March,2006,March,2006,598,Mar-06,"£136,110",birmingham
599,April,2006,April,2006,599,Apr-06,"£136,862",birmingham
600,May,2006,May,2006,600,May-06,"£137,937",birmingham
601,June,2006,June,2006,601,Jun-06,"£139,521",birmingham
602,July,2006,July,2006,602,Jul-06,"£139,616",birmingham
603,August,2006,August,2006,603,Aug-06,"£140,253",birmingham
604,September,2006,September,2006,604,Sep-06,"£141,191",birmingham
605,October,2006,October,2006,605,Oct-06,"£142,298",birmingham
606,November,2006,November,2006,606,Nov-06,"£143,113",birmingham
607,December,2006,December,2006,607,Dec-06,"£143,063",birmingham
608,January,2007,January,2007,608,Jan-07,"£143,609",birmingham
609,February,2007,February,2007,609,Feb-07,"£144,011",birmingham
610,March,2007,March,2007,610,Mar-07,"£144,640",birmingham
611,April,2007,April,2007,611,Apr-07,"£146,609",birmingham
612,May,2007,May,2007,612,May-07,"£146,614",birmingham
613,June,2007,June,2007,613,Jun-07,"£147,156",birmingham
614,July,2007,July,2007,614,Jul-07,"£146,706",birmingham
615,August,2007,August,2007,615,Aug-07,"£148,167",birmingham
616,September,2007,September,2007,616,Sep-07,"£148,578",birmingham
617,October,2007,October,2007,617,Oct-07,"£148,235",birmingham
618,November,2007,November,2007,618,Nov-07,"£147,278",birmingham
619,December,2007,December,2007,619,Dec-07,"£147,574",birmingham
620,January,2008,January,2008,620,Jan-08,"£147,798",birmingham
621,February,2008,February,2008,621,Feb-08,"£147,773",birmingham
622,March,2008,March,2008,622,Mar-08,"£146,452",birmingham
623,April,2008,April,2008,623,Apr-08,"£145,235",birmingham
624,May,2008,May,2008,624,May-08,"£144,722",birmingham
625,June,2008,June,2008,625,Jun-08,"£143,722",birmingham
626,July,2008,July,2008,626,Jul-08,"£141,919",birmingham
627,August,2008,August,2008,627,Aug-08,"£138,895",birmingham
628,September,2008,September,2008,628,Sep-08,"£137,333",birmingham
629,October,2008,October,2008,629,Oct-08,"£136,301",birmingham
630,November,2008,November,2008,630,Nov-08,"£135,077",birmingham
631,December,2008,December,2008,631,Dec-08,"£131,661",birmingham
632,January,2009,January,2009,632,Jan-09,"£128,293",birmingham
633,February,2009,February,2009,633,Feb-09,"£126,012",birmingham
634,March,2009,March,2009,634,Mar-09,"£125,168",birmingham
635,April,2009,April,2009,635,Apr-09,"£124,124",birmingham
636,May,2009,May,2009,636,May-09,"£123,184",birmingham
637,June,2009,June,2009,637,Jun-09,"£122,773",birmingham
638,July,2009,July,2009,638,Jul-09,"£125,031",birmingham
639,August,2009,August,2009,639,Aug-09,"£126,986",birmingham
640,September,2009,September,2009,640,Sep-09,"£129,765",birmingham
641,October,2009,October,2009,641,Oct-09,"£130,878",birmingham
642,November,2009,November,2009,642,Nov-09,"£131,898",birmingham
643,December,2009,December,2009,643,Dec-09,"£133,662",birmingham
644,January,2010,January,2010,644,Jan-10,"£131,783",birmingham
645,February,2010,February,2010,645,Feb-10,"£131,867",birmingham
646,March,2010,March,2010,646,Mar-10,"£130,237",birmingham
647,April,2010,April,2010,647,Apr-10,"£132,421",birmingham
648,May,2010,May,2010,648,May-10,"£133,288",birmingham
649,June,2010,June,2010,649,Jun-10,"£134,782",birmingham
650,July,2010,July,2010,650,Jul-10,"£136,432",birmingham
651,August,2010,August,2010,651,Aug-10,"£137,120",birmingham
652,September,2010,September,2010,652,Sep-10,"£138,036",birmingham
653,October,2010,October,2010,653,Oct-10,"£137,172",birmingham
654,November,2010,November,2010,654,Nov-10,"£136,377",birmingham
655,December,2010,December,2010,655,Dec-10,"£134,849",birmingham
656,January,2011,January,2011,656,Jan-11,"£133,496",birmingham
657,February,2011,February,2011,657,Feb-11,"£132,034",birmingham
658,March,2011,March,2011,658,Mar-11,"£129,659",birmingham
659,April,2011,April,2011,659,Apr-11,"£129,391",birmingham
660,May,2011,May,2011,660,May-11,"£129,025",birmingham
661,June,2011,June,2011,661,Jun-11,"£129,728",birmingham
662,July,2011,July,2011,662,Jul-11,"£130,443",birmingham
663,August,2011,August,2011,663,Aug-11,"£131,866",birmingham
664,September,2011,September,2011,664,Sep-11,"£132,405",birmingham
665,October,2011,October,2011,665,Oct-11,"£130,976",birmingham
666,November,2011,November,2011,666,Nov-11,"£130,114",birmingham
667,December,2011,December,2011,667,Dec-11,"£129,739",birmingham
668,January,2012,January,2012,668,Jan-12,"£130,561",birmingham
669,February,2012,February,2012,669,Feb-12,"£131,169",birmingham
670,March,2012,March,2012,670,Mar-12,"£131,553",birmingham
671,April,2012,April,2012,671,Apr-12,"£131,300",birmingham
672,May,2012,May,2012,672,May-12,"£130,091",birmingham
673,June,2012,June,2012,673,Jun-12,"£131,349",birmingham
674,July,2012,July,2012,674,Jul-12,"£131,528",birmingham
675,August,2012,August,2012,675,Aug-12,"£132,372",birmingham
676,September,2012,September,2012,676,Sep-12,"£131,763",birmingham
677,October,2012,October,2012,677,Oct-12,"£131,957",birmingham
678,November,2012,November,2012,678,Nov-12,"£131,811",birmingham
679,December,2012,December,2012,679,Dec-12,"£132,108",birmingham
680,January,2013,January,2013,680,Jan-13,"£132,248",birmingham
681,February,2013,February,2013,681,Feb-13,"£132,221",birmingham
682,March,2013,March,2013,682,Mar-13,"£131,692",birmingham
683,April,2013,April,2013,683,Apr-13,"£130,727",birmingham
684,May,2013,May,2013,684,May-13,"£131,529",birmingham
685,June,2013,June,2013,685,Jun-13,"£132,355",birmingham
686,July,2013,July,2013,686,Jul-13,"£134,444",birmingham
687,August,2013,August,2013,687,Aug-13,"£135,892",birmingham
688,September,2013,September,2013,688,Sep-13,"£136,234",birmingham
689,October,2013,October,2013,689,Oct-13,"£137,168",birmingham
690,November,2013,November,2013,690,Nov-13,"£136,874",birmingham
691,December,2013,December,2013,691,Dec-13,"£137,626",birmingham
692,January,2014,January,2014,692,Jan-14,"£138,300",birmingham
693,February,2014,February,2014,693,Feb-14,"£137,652",birmingham
694,March,2014,March,2014,694,Mar-14,"£137,983",birmingham
695,April,2014,April,2014,695,Apr-14,"£137,725",birmingham
696,May,2014,May,2014,696,May-14,"£139,701",birmingham
697,June,2014,June,2014,697,Jun-14,"£141,186",birmingham
698,July,2014,July,2014,698,Jul-14,"£142,722",birmingham
699,August,2014,August,2014,699,Aug-14,"£144,737",birmingham
700,September,2014,September,2014,700,Sep-14,"£144,962",birmingham
701,October,2014,October,2014,701,Oct-14,"£145,617",birmingham
702,November,2014,November,2014,702,Nov-14,"£145,428",birmingham
703,December,2014,December,2014,703,Dec-14,"£145,374",birmingham
704,January,2015,January,2015,704,Jan-15,"£144,496",birmingham
705,February,2015,February,2015,705,Feb-15,"£144,503",birmingham
706,March,2015,March,2015,706,Mar-15,"£144,826",birmingham
707,April,2015,April,2015,707,Apr-15,"£145,708",birmingham
708,May,2015,May,2015,708,May-15,"£145,577",birmingham
709,June,2015,June,2015,709,Jun-15,"£146,874",birmingham
710,July,2015,July,2015,710,Jul-15,"£148,827",birmingham
711,August,2015,August,2015,711,Aug-15,"£151,966",birmingham
712,September,2015,September,2015,712,Sep-15,"£153,832",birmingham
713,October,2015,October,2015,713,Oct-15,"£153,765",birmingham
714,November,2015,November,2015,714,Nov-15,"£154,153",birmingham
715,December,2015,December,2015,715,Dec-15,"£153,448",birmingham
716,January,2016,January,2016,716,Jan-16,"£155,274",birmingham
717,February,2016,February,2016,717,Feb-16,"£155,069",birmingham
718,March,2016,March,2016,718,Mar-16,"£156,629",birmingham
719,April,2016,April,2016,719,Apr-16,"£157,079",birmingham
720,May,2016,May,2016,720,May-16,"£158,919",birmingham
721,June,2016,June,2016,721,Jun-16,"£161,121",birmingham
722,July,2016,July,2016,722,Jul-16,"£162,995",birmingham
723,August,2016,August,2016,723,Aug-16,"£164,442",birmingham
724,September,2016,September,2016,724,Sep-16,"£165,359",birmingham
725,October,2016,October,2016,725,Oct-16,"£164,466",birmingham
726,November,2016,November,2016,726,Nov-16,"£164,888",birmingham
727,December,2016,December,2016,727,Dec-16,"£165,993",birmingham
728,January,2017,January,2017,728,Jan-17,"£167,885",birmingham
729,February,2017,February,2017,729,Feb-17,"£168,101",birmingham
730,March,2017,March,2017,730,Mar-17,"£166,980",birmingham
731,April,2017,April,2017,731,Apr-17,"£167,552",birmingham
